KRAS	103508.7719/1Mbp
NDUFA4	4065.0407/1Mbp
GATS	4065.0407/1Mbp
CTXN3	4065.0407/1Mbp
OPRK1	4065.0407/1Mbp
POP5	4065.0407/1Mbp
CTNNBIP1	4065.0407/1Mbp
PRRX1	4065.0407/1Mbp
COX7B2	4065.0407/1Mbp
SERPINE2	4065.0407/1Mbp
KRTAP11-1	4065.0407/1Mbp
KRTAP19-3	4065.0407/1Mbp
LARP4B	4059.5399/1Mbp
GNRHR	4052.6849/1Mbp
ABCD2	4048.583/1Mbp
SIX6	4048.583/1Mbp
CETP	4048.583/1Mbp
PLXNA4	4045.7344/1Mbp
PTEN	4043.9053/1Mbp
SDSL	4040.404/1Mbp
CYP2A13	4040.404/1Mbp
IL31	4040.404/1Mbp
CD247	4040.404/1Mbp
ZNF275	4040.404/1Mbp
PRB4	4032.2581/1Mbp
PRSS1	4032.2581/1Mbp
ZRANB2	4028.1974/1Mbp
OR1N2	4028.1974/1Mbp
OR11H6	4028.1974/1Mbp
GOT1	4025.7649/1Mbp
NLRP4	4020.1005/1Mbp
BNC1	4020.1005/1Mbp
TSPAN18	4016.0643/1Mbp
MZT1	4016.0643/1Mbp
NR2F2	4016.0643/1Mbp
TBXAS1	4016.0643/1Mbp
GLRB	4016.0643/1Mbp
FAM64A	4016.0643/1Mbp
NRN1L	4016.0643/1Mbp
SERPINA12	4016.0643/1Mbp
DPH3	4016.0643/1Mbp
TSHZ3	4004.9291/1Mbp
GIMAP8	4004.004/1Mbp
MRPL44	4004.004/1Mbp
TOR1A	4004.004/1Mbp
GSDMB	3996.8026/1Mbp
EID3	3992.016/1Mbp
REG1B	3992.016/1Mbp
ZNF184	3989.3617/1Mbp
KCNJ3	3984.0637/1Mbp
ODF1	3984.0637/1Mbp
ZNF546	3982.4771/1Mbp
SPRED2	3977.7247/1Mbp
TNFSF15	3968.254/1Mbp
CLDND2	3968.254/1Mbp
GLRX3	3968.254/1Mbp
PSG7	3968.254/1Mbp
C15orf40	3968.254/1Mbp
MTX3	3968.254/1Mbp
SYNPO2	3961.9651/1Mbp
ZNF676	3961.5167/1Mbp
ZNF596	3960.396/1Mbp
SLITRK6	3958.8282/1Mbp
XRCC4	3956.4787/1Mbp
IGLON5	3956.4787/1Mbp
ST6GALNAC5	3956.4787/1Mbp
FARSB	3954.8023/1Mbp
MOG	3952.5692/1Mbp
TMPRSS11A	3949.4471/1Mbp
GDPD2	3948.1105/1Mbp
ZDHHC15	3944.7732/1Mbp
CYP7B1	3944.7732/1Mbp
CSDE1	3944.7732/1Mbp
ING1	3940.1103/1Mbp
SLITRK2	3940.1103/1Mbp
CADPS	3938.9463/1Mbp
ADAMTS5	3938.4175/1Mbp
TGFBR1	3937.0079/1Mbp
PNPLA4	3937.0079/1Mbp
TGFBR2	3934.7948/1Mbp
PROCA1	3933.1367/1Mbp
PARP11	3933.1367/1Mbp
P2RY14	3933.1367/1Mbp
FSTL5	3930.8176/1Mbp
VAV3	3930.8176/1Mbp
C17orf97	3930.8176/1Mbp
PCDHGA2	3929.975/1Mbp
GSDMC	3929.2731/1Mbp
CNTN1	3925.4171/1Mbp
SPRR3	3921.5686/1Mbp
PGAM1	3921.5686/1Mbp
KRTAP19-6	3921.5686/1Mbp
COX4I1	3921.5686/1Mbp
PRIM2	3921.5686/1Mbp
KRTAP19-4	3921.5686/1Mbp
GCHFR	3921.5686/1Mbp
GAD1	3921.5686/1Mbp
ZNF283	3921.5686/1Mbp
RPS27L	3921.5686/1Mbp
TRPV6	3916.4491/1Mbp
TP63	3915.8101/1Mbp
MACROD2	3912.3631/1Mbp
GNB4	3910.0684/1Mbp
SHD	3910.0684/1Mbp
GABRA2	3906.25/1Mbp
YWHAE	3906.25/1Mbp
PCDH15	3905.5867/1Mbp
NMUR1	3903.2006/1Mbp
COL1A2	3901.4874/1Mbp
UBE2G1	3898.6355/1Mbp
CYP1A1	3898.6355/1Mbp
CEP70	3895.3812/1Mbp
COL22A1	3892.6449/1Mbp
CCDC39	3892.4275/1Mbp
RNASET2	3891.0506/1Mbp
KLK15	3891.0506/1Mbp
PSG3	3885.0039/1Mbp
TBL1XR1	3883.4951/1Mbp
ZNF543	3882.4182/1Mbp
MYEF2	3882.4182/1Mbp
ACSS3	3881.6109/1Mbp
OR6K6	3875.969/1Mbp
MANBAL	3875.969/1Mbp
COX4I2	3875.969/1Mbp
PKIB	3875.969/1Mbp
OSTC	3875.969/1Mbp
SPINK7	3875.969/1Mbp
BCHE	3869.5412/1Mbp
ZNF559	3869.5412/1Mbp
LRRIQ1	3869.2204/1Mbp
PCDHA2	3863.7162/1Mbp
PLK1	3863.1347/1Mbp
SNAP29	3861.0039/1Mbp
TRPS1	3861.0039/1Mbp
BMP7	3858.0247/1Mbp
ALDH1A2	3853.5645/1Mbp
C1orf186	3853.5645/1Mbp
MRAP	3853.5645/1Mbp
ZDHHC7	3853.5645/1Mbp
SLCO1B1	3853.5645/1Mbp
BRSK1	3851.0911/1Mbp
EPHA5	3849.8556/1Mbp
ACADSB	3849.1147/1Mbp
ZNF180	3848.0038/1Mbp
DPYS	3846.1538/1Mbp
UBXN2A	3846.1538/1Mbp
TNN	3846.1538/1Mbp
HS3ST5	3842.4592/1Mbp
LUZP2	3842.4592/1Mbp
MAGEB4	3842.4592/1Mbp
TSFM	3842.4592/1Mbp
UGT2A1	3842.4592/1Mbp
PRPH2	3842.4592/1Mbp
CABP5	3831.4176/1Mbp
GRIK4	3831.4176/1Mbp
CMAS	3831.4176/1Mbp
FAM180A	3831.4176/1Mbp
CD27	3831.4176/1Mbp
MAEL	3831.4176/1Mbp
MAP2	3829.3217/1Mbp
XPR1	3825.9206/1Mbp
SLC10A2	3820.4394/1Mbp
MTFR1	3820.4394/1Mbp
OR4K15	3820.4394/1Mbp
RTBDN	3816.7939/1Mbp
KLK2	3816.7939/1Mbp
SRSF12	3816.7939/1Mbp
PRKCDBP	3816.7939/1Mbp
NLRP8	3813.1554/1Mbp
SRRM4	3812.6362/1Mbp
FAT4	3812.199/1Mbp
C10orf90	3809.5238/1Mbp
ZNF782	3809.5238/1Mbp
CRYGC	3809.5238/1Mbp
PTER	3809.5238/1Mbp
ZNF491	3805.175/1Mbp
RBMS3	3805.175/1Mbp
ZNF154	3805.175/1Mbp
CORO2A	3802.2814/1Mbp
PLEK	3798.6705/1Mbp
CRHR2	3796.5072/1Mbp
IKZF2	3795.0664/1Mbp
ZC3H13	3792.4152/1Mbp
MAGEC1	3791.1928/1Mbp
MIF4GD	3787.8788/1Mbp
GTF2E1	3787.8788/1Mbp
GYS2	3787.8788/1Mbp
FAM107A	3787.8788/1Mbp
TTLL9	3787.8788/1Mbp
ZNF619	3781.7396/1Mbp
ACER1	3773.5849/1Mbp
GRIA2	3770.7391/1Mbp
LPAR3	3766.4783/1Mbp
CENPN	3766.4783/1Mbp
VN1R1	3766.4783/1Mbp
C19orf43	3766.4783/1Mbp
IL20	3766.4783/1Mbp
SLC8A1	3764.5448/1Mbp
ELF1	3763.4409/1Mbp
TGFB2	3762.2272/1Mbp
C16orf78	3759.3985/1Mbp
PNLDC1	3759.3985/1Mbp
CDC73	3759.3985/1Mbp
ELF5	3759.3985/1Mbp
PRR23B	3759.3985/1Mbp
RUFY3	3757.3806/1Mbp
NEGR1	3755.8685/1Mbp
NOLC1	3755.8685/1Mbp
C6orf89	3755.8685/1Mbp
OPCML	3755.8685/1Mbp
OTC	3755.8685/1Mbp
ARG2	3755.8685/1Mbp
FAM181A	3755.8685/1Mbp
GALNTL5	3753.7538/1Mbp
SLC18A3	3752.3452/1Mbp
ZNF350	3752.3452/1Mbp
PRKCG	3750.586/1Mbp
FBXO32	3745.3184/1Mbp
WNT3	3745.3184/1Mbp
DKK1	3745.3184/1Mbp
LYRM2	3745.3184/1Mbp
C7orf33	3745.3184/1Mbp
HEPN1	3745.3184/1Mbp
KLC2	3745.3184/1Mbp
CCR8	3745.3184/1Mbp
DRAM2	3745.3184/1Mbp
PCBP1	3734.8273/1Mbp
ZCWPW2	3734.8273/1Mbp
LRRIQ3	3733.3333/1Mbp
MMP7	3731.3433/1Mbp
CER1	3731.3433/1Mbp
LNP1	3724.3948/1Mbp
BTC	3724.3948/1Mbp
ARNTL	3721.4248/1Mbp
ZNF471	3721.4248/1Mbp
ZNF835	3717.4721/1Mbp
TSSK3	3717.4721/1Mbp
SEPT3	3714.0204/1Mbp
GPR87	3714.0204/1Mbp
INPP5K	3711.9525/1Mbp
C8orf34	3710.5751/1Mbp
TCTEX1D1	3703.7037/1Mbp
CCL18	3703.7037/1Mbp
FXYD4	3703.7037/1Mbp
WFDC9	3703.7037/1Mbp
OR5T2	3703.7037/1Mbp
CNGB3	3703.7037/1Mbp
IL22	3703.7037/1Mbp
UBE2C	3703.7037/1Mbp
SLC44A5	3703.7037/1Mbp
MYH11	3703.7037/1Mbp
SPRR1A	3703.7037/1Mbp
MAB21L2	3703.7037/1Mbp
CPSF4	3703.7037/1Mbp
LGALS8	3703.7037/1Mbp
FUT9	3703.7037/1Mbp
RIMS2	3703.7037/1Mbp
LMBRD1	3696.8577/1Mbp
TUBA3E	3695.4915/1Mbp
NIPA2	3693.4441/1Mbp
PPM1L	3693.4441/1Mbp
C12orf42	3693.4441/1Mbp
HSD17B14	3690.0369/1Mbp
GJB3	3690.0369/1Mbp
SMUG1	3690.0369/1Mbp
MMD2	3690.0369/1Mbp
UGT8	3690.0369/1Mbp
SCUBE3	3688.7995/1Mbp
CASC1	3688.3356/1Mbp
POU3F4	3683.2413/1Mbp
CCDC115	3683.2413/1Mbp
GPR183	3683.2413/1Mbp
OPA3	3683.2413/1Mbp
ARF4	3683.2413/1Mbp
IL1RN	3683.2413/1Mbp
TMEM30A	3683.2413/1Mbp
MRPL18	3683.2413/1Mbp
NIP7	3683.2413/1Mbp
GBP6	3680.3365/1Mbp
ZNF662	3679.1759/1Mbp
TFAP2D	3679.1759/1Mbp
LMO7	3676.4706/1Mbp
GJA10	3676.4706/1Mbp
ZNF501	3676.4706/1Mbp
NXPH1	3676.4706/1Mbp
ARV1	3676.4706/1Mbp
CTNNA1	3675.1194/1Mbp
ARMCX1	3671.072/1Mbp
GCNT4	3671.072/1Mbp
SIGLEC6	3671.072/1Mbp
POTEB	3669.7248/1Mbp
ADD2	3668.0422/1Mbp
GRIK2	3667.0334/1Mbp
TIMM10	3663.0037/1Mbp
ADCY2	3663.0037/1Mbp
COX19	3663.0037/1Mbp
CARD18	3663.0037/1Mbp
RARG	3663.0037/1Mbp
KRTAP19-1	3663.0037/1Mbp
PDAP1	3663.0037/1Mbp
AGTR2	3663.0037/1Mbp
SCGB1D1	3663.0037/1Mbp
TECRL	3663.0037/1Mbp
MCF2	3659.348/1Mbp
EPHX1	3654.9708/1Mbp
E2F7	3654.9708/1Mbp
SLC25A28	3652.968/1Mbp
MURC	3652.968/1Mbp
KLF8	3652.968/1Mbp
TRPV5	3652.968/1Mbp
CD2AP	3645.8333/1Mbp
SGMS2	3642.9872/1Mbp
CD3G	3642.9872/1Mbp
TRIM55	3642.9872/1Mbp
NXF5	3642.9872/1Mbp
C1orf52	3642.9872/1Mbp
LMCD1	3642.9872/1Mbp
TMCO2	3642.9872/1Mbp
OR56A4	3642.9872/1Mbp
NALCN	3641.9398/1Mbp
ENPP2	3639.0102/1Mbp
F13A1	3638.0173/1Mbp
BATF2	3636.3636/1Mbp
CCDC28A	3636.3636/1Mbp
BNC2	3636.3636/1Mbp
FAM57B	3636.3636/1Mbp
ZNF709	3634.4756/1Mbp
GUCY1B3	3634.4756/1Mbp
TDRD10	3633.0609/1Mbp
PTH2R	3629.7641/1Mbp
ZNF14	3628.8232/1Mbp
PIK3CG	3626.4733/1Mbp
FTHL17	3623.1884/1Mbp
ATG5	3623.1884/1Mbp
UQCRH	3623.1884/1Mbp
DEFB129	3623.1884/1Mbp
GYPB	3623.1884/1Mbp
CXorf65	3623.1884/1Mbp
CABP4	3623.1884/1Mbp
CACNG7	3623.1884/1Mbp
PCYT1A	3623.1884/1Mbp
LSM5	3623.1884/1Mbp
KCNH7	3620.1615/1Mbp
PRKD1	3619.2544/1Mbp
DVL2	3618.2723/1Mbp
ZNF568	3617.5711/1Mbp
SLC24A3	3617.5711/1Mbp
PRKAA2	3616.6365/1Mbp
ZNF24	3613.3695/1Mbp
ZNF564	3610.1083/1Mbp
CTDSPL	3610.1083/1Mbp
STX12	3610.1083/1Mbp
CALCRL	3607.5036/1Mbp
RAP1B	3603.6036/1Mbp
TNFRSF17	3603.6036/1Mbp
NFIA	3603.6036/1Mbp
CCR9	3603.6036/1Mbp
DNAH5	3603.6036/1Mbp
ESM1	3603.6036/1Mbp
GABRA4	3603.6036/1Mbp
GKN2	3603.6036/1Mbp
ZNF610	3599.712/1Mbp
DCLK1	3598.7404/1Mbp
POLI	3598.7404/1Mbp
ACOT12	3597.1223/1Mbp
ZWINT	3597.1223/1Mbp
ERN2	3595.8288/1Mbp
MCC	3594.7712/1Mbp
TTC23L	3593.8904/1Mbp
LPAR4	3593.8904/1Mbp
FAM110B	3593.8904/1Mbp
LSM14A	3591.954/1Mbp
CTSC	3591.954/1Mbp
TNNI3K	3588.5167/1Mbp
MCF2L2	3587.4439/1Mbp
ZNF536	3586.9844/1Mbp
BOC	3584.2294/1Mbp
LCE3D	3584.2294/1Mbp
CNPY1	3584.2294/1Mbp
BOD1	3584.2294/1Mbp
NUF2	3584.2294/1Mbp
ADM	3584.2294/1Mbp
PCDHGB6	3580.3795/1Mbp
NCAM2	3579.9523/1Mbp
ZNF483	3579.4183/1Mbp
TACR3	3576.5379/1Mbp
PNLIP	3576.5379/1Mbp
GPR45	3574.6202/1Mbp
CYP27C1	3574.6202/1Mbp
CD93	3573.2517/1Mbp
TRPA1	3571.4286/1Mbp
MRPL46	3571.4286/1Mbp
PHACTR3	3571.4286/1Mbp
G3BP1	3568.8794/1Mbp
KATNAL2	3568.8794/1Mbp
ARL8B	3565.0624/1Mbp
MAGEC2	3565.0624/1Mbp
C6	3565.0624/1Mbp
PEX3	3565.0624/1Mbp
GP5	3565.0624/1Mbp
FAM9B	3565.0624/1Mbp
NFE2	3565.0624/1Mbp
CCDC34	3565.0624/1Mbp
GABRG3	3561.2536/1Mbp
TRIM6-TRIM34	3558.7189/1Mbp
CDCA8	3558.7189/1Mbp
SRPK1	3556.9106/1Mbp
UBQLN3	3556.9106/1Mbp
PHEX	3555.5556/1Mbp
RRAGB	3555.5556/1Mbp
GNA15	3555.5556/1Mbp
CEACAM18	3555.5556/1Mbp
TNNI1	3546.0993/1Mbp
C3orf67	3546.0993/1Mbp
RAB40C	3546.0993/1Mbp
ST8SIA2	3546.0993/1Mbp
C17orf62	3546.0993/1Mbp
DEFB128	3546.0993/1Mbp
CDNF	3546.0993/1Mbp
CDK14	3546.0993/1Mbp
TPP1	3546.0993/1Mbp
RIMS1	3544.0047/1Mbp
MARCH10	3541.9126/1Mbp
ZNHIT6	3538.5704/1Mbp
CD22	3537.7358/1Mbp
PHYHIPL	3536.6932/1Mbp
NLRP3	3535.8406/1Mbp
WSCD2	3533.5689/1Mbp
LIX1	3533.5689/1Mbp
HOXC12	3533.5689/1Mbp
IPO8	3532.4342/1Mbp
RXFP2	3532.0088/1Mbp
MRPL32	3527.3369/1Mbp
ARL6IP5	3527.3369/1Mbp
SALL1	3522.0126/1Mbp
GJB1	3521.1268/1Mbp
FBXO27	3521.1268/1Mbp
TSPAN33	3521.1268/1Mbp
MACC1	3516.9988/1Mbp
GABRB3	3516.1744/1Mbp
ALG10B	3516.1744/1Mbp
SLC26A7	3514.0562/1Mbp
RPS6KA2	3513.3948/1Mbp
TMEM57	3508.7719/1Mbp
SFTA3	3508.7719/1Mbp
IFNA4	3508.7719/1Mbp
DNAJC5G	3508.7719/1Mbp
TPM4	3508.7719/1Mbp
ZDHHC24	3508.7719/1Mbp
ATP5J2	3508.7719/1Mbp
HEBP1	3508.7719/1Mbp
CT45A5	3508.7719/1Mbp
ZNF583	3508.7719/1Mbp
PCDHA9	3505.0824/1Mbp
CCDC80	3505.0824/1Mbp
MYO3A	3504.4321/1Mbp
ARHGAP28	3502.627/1Mbp
RRP9	3501.4006/1Mbp
ARHGAP15	3501.4006/1Mbp
ADRA1A	3501.4006/1Mbp
TMEFF1	3499.5626/1Mbp
COLEC11	3496.5035/1Mbp
TMBIM4	3496.5035/1Mbp
AGAP1	3496.5035/1Mbp
SLAMF8	3496.5035/1Mbp
SEC61A1	3494.0601/1Mbp
CHIA	3494.0601/1Mbp
CTNNA2	3494.0601/1Mbp
WDSUB1	3494.0601/1Mbp
DCDC2	3494.0601/1Mbp
UNC5D	3494.0601/1Mbp
DMKN	3494.0601/1Mbp
NEIL1	3494.0601/1Mbp
NFASC	3491.8077/1Mbp
TCEANC	3490.4014/1Mbp
NCKAP5	3490.4014/1Mbp
DUSP6	3490.4014/1Mbp
CKM	3490.4014/1Mbp
ZNF98	3490.4014/1Mbp
GUCY1A2	3490.4014/1Mbp
IFNA13	3490.4014/1Mbp
TMEM37	3490.4014/1Mbp
GPX2	3490.4014/1Mbp
ETV1	3486.7503/1Mbp
CMTM1	3484.3206/1Mbp
PCMT1	3484.3206/1Mbp
SSR1	3484.3206/1Mbp
AMOTL1	3483.1069/1Mbp
S1PR1	3481.2881/1Mbp
PABPC5	3481.2881/1Mbp
GJA1	3481.2881/1Mbp
IFIT1	3479.4711/1Mbp
OLFM3	3479.4711/1Mbp
ZNF551	3477.3969/1Mbp
SIM1	3476.7492/1Mbp
KCNA3	3472.2222/1Mbp
ADAT2	3472.2222/1Mbp
RHOH	3472.2222/1Mbp
CSF3R	3472.2222/1Mbp
C2orf88	3472.2222/1Mbp
LAIR1	3472.2222/1Mbp
C7orf25	3472.2222/1Mbp
FXYD6	3472.2222/1Mbp
SCGB2A1	3472.2222/1Mbp
NKIRAS2	3472.2222/1Mbp
DYDC2	3472.2222/1Mbp
ADAD1	3466.2045/1Mbp
RBM42	3465.0035/1Mbp
NPY1R	3463.2035/1Mbp
ST3GAL6	3463.2035/1Mbp
ROBO2	3462.6039/1Mbp
UMOD	3461.9189/1Mbp
KIF2B	3461.9189/1Mbp
TMCO5A	3460.2076/1Mbp
STX1B	3460.2076/1Mbp
TRA2B	3460.2076/1Mbp
IFI35	3460.2076/1Mbp
LIPI	3457.8147/1Mbp
AKT2	3457.8147/1Mbp
PNPLA3	3457.8147/1Mbp
CD163	3457.2169/1Mbp
ZNF429	3456.7901/1Mbp
HAS1	3454.2314/1Mbp
CIB2	3454.2314/1Mbp
DYTN	3454.2314/1Mbp
CTBS	3454.2314/1Mbp
PRPSAP1	3454.2314/1Mbp
FAM149A	3450.6556/1Mbp
HTR3E	3450.6556/1Mbp
TMEM163	3448.2759/1Mbp
ZMAT3	3448.2759/1Mbp
CCDC137	3448.2759/1Mbp
DCST2	3445.3058/1Mbp
VPS36	3445.3058/1Mbp
SYT5	3445.3058/1Mbp
TP53TG5	3436.4261/1Mbp
SLC25A12	3436.4261/1Mbp
BARHL2	3436.4261/1Mbp
PAPD4	3436.4261/1Mbp
CSRP1	3436.4261/1Mbp
SGCD	3436.4261/1Mbp
FBXO4	3436.4261/1Mbp
CD274	3436.4261/1Mbp
PLGLB2	3436.4261/1Mbp
C2orf80	3436.4261/1Mbp
KRTAP12-1	3436.4261/1Mbp
SEC61B	3436.4261/1Mbp
RHOC	3436.4261/1Mbp
PCDHB16	3432.0034/1Mbp
CUL1	3432.0034/1Mbp
MTPAP	3430.5317/1Mbp
ZNF326	3430.5317/1Mbp
DCHS2	3428.1796/1Mbp
DNAJC28	3427.5921/1Mbp
HDAC9	3426.7913/1Mbp
ZNF334	3426.3338/1Mbp
IMP4	3424.6575/1Mbp
PQLC2	3424.6575/1Mbp
POPDC3	3424.6575/1Mbp
PACSIN2	3422.3135/1Mbp
SRRT	3420.7526/1Mbp
CBX8	3418.8034/1Mbp
RPS9	3418.8034/1Mbp
FXYD5	3418.8034/1Mbp
MYL1	3418.8034/1Mbp
ITPA	3418.8034/1Mbp
SSU72	3418.8034/1Mbp
GRM6	3416.8565/1Mbp
SLC7A9	3415.3005/1Mbp
ZBTB32	3415.3005/1Mbp
PTPN12	3414.4259/1Mbp
MCTP2	3412.9693/1Mbp
ECHDC2	3412.9693/1Mbp
HTR1B	3410.0597/1Mbp
CTNNB1	3410.0597/1Mbp
MEIS1	3410.0597/1Mbp
PIPOX	3410.0597/1Mbp
NPSR1	3410.0597/1Mbp
ZNF616	3410.0597/1Mbp
CHI3L2	3410.0597/1Mbp
TSG101	3410.0597/1Mbp
KLHL7	3407.155/1Mbp
TCERG1L	3407.155/1Mbp
GAB3	3401.3605/1Mbp
IGF1	3401.3605/1Mbp
BANF2	3401.3605/1Mbp
NPY	3401.3605/1Mbp
CSNK2A1	3401.3605/1Mbp
RNF6	3401.3605/1Mbp
RAB31	3401.3605/1Mbp
XG	3401.3605/1Mbp
KLK5	3401.3605/1Mbp
SSTR1	3401.3605/1Mbp
SPINK14	3401.3605/1Mbp
HNRNPCL1	3401.3605/1Mbp
COX6A2	3401.3605/1Mbp
TMTC1	3397.5085/1Mbp
ZNF569	3396.4095/1Mbp
CPSF6	3395.5857/1Mbp
DYRK3	3395.5857/1Mbp
TPH2	3394.4331/1Mbp
PLEKHO2	3394.4331/1Mbp
PLD3	3394.4331/1Mbp
SLC35F3	3394.4331/1Mbp
DROSHA	3393.9394/1Mbp
NRXN3	3392.7057/1Mbp
TIAL1	3392.7057/1Mbp
AP1G2	3392.7057/1Mbp
HNRNPL	3389.8305/1Mbp
STS	3384.0948/1Mbp
PGPEP1L	3384.0948/1Mbp
ARL11	3384.0948/1Mbp
CRTAM	3384.0948/1Mbp
NAPEPLD	3384.0948/1Mbp
NPVF	3384.0948/1Mbp
SESN3	3380.6626/1Mbp
MXI1	3378.3784/1Mbp
LNX2	3376.7487/1Mbp
AGTR1	3375.5274/1Mbp
CYP2E1	3373.8192/1Mbp
PLTP	3373.8192/1Mbp
KCNH5	3370.4078/1Mbp
KRTAP3-1	3367.0034/1Mbp
CSTA	3367.0034/1Mbp
SULT1B1	3367.0034/1Mbp
ZNF600	3367.0034/1Mbp
S100A13	3367.0034/1Mbp
CYP2A7	3367.0034/1Mbp
PGBD3	3367.0034/1Mbp
FAM47A	3367.0034/1Mbp
NDUFB3	3367.0034/1Mbp
SNAPC5	3367.0034/1Mbp
RBP1	3367.0034/1Mbp
HIST1H4G	3367.0034/1Mbp
LELP1	3367.0034/1Mbp
TIMM8B	3367.0034/1Mbp
CCL13	3367.0034/1Mbp
ELOVL2	3367.0034/1Mbp
PACRG	3367.0034/1Mbp
CDON	3364.3892/1Mbp
VIT	3362.1518/1Mbp
MNS1	3360.2151/1Mbp
CALD1	3358.5223/1Mbp
DCAF4L1	3358.5223/1Mbp
GJC1	3358.5223/1Mbp
MAEA	3358.5223/1Mbp
COL4A5	3357.6931/1Mbp
COL6A3	3356.4086/1Mbp
ERMN	3355.7047/1Mbp
IGFBP3	3355.7047/1Mbp
TMEM164	3355.7047/1Mbp
OTX2	3355.7047/1Mbp
CDH12	3354.2977/1Mbp
ANGPT2	3353.4541/1Mbp
AMPH	3352.4904/1Mbp
ACTN2	3351.9553/1Mbp
SOCS2	3350.0838/1Mbp
HRH2	3350.0838/1Mbp
SERPINB10	3350.0838/1Mbp
BCL2L11	3350.0838/1Mbp
PCDHB12	3350.0838/1Mbp
ZNF763	3350.0838/1Mbp
FBXO18	3348.554/1Mbp
CTNNA3	3348.2143/1Mbp
GOLIM4	3347.6805/1Mbp
MFSD2B	3346.7202/1Mbp
ASTN1	3346.2033/1Mbp
RNGTT	3344.4816/1Mbp
CDC23	3344.4816/1Mbp
DTWD2	3344.4816/1Mbp
TNNT2	3344.4816/1Mbp
GOLPH3	3344.4816/1Mbp
SLC6A5	3341.6876/1Mbp
LIPN	3341.6876/1Mbp
SLC17A3	3340.0134/1Mbp
TCHP	3340.0134/1Mbp
TF	3338.1021/1Mbp
DPP8	3337.0412/1Mbp
MAMLD1	3336.67/1Mbp
TCERG1	3336.3664/1Mbp
C19orf53	3333.3333/1Mbp
LCE4A	3333.3333/1Mbp
DEFB127	3333.3333/1Mbp
KIAA0040	3333.3333/1Mbp
CCL7	3333.3333/1Mbp
LANCL1	3333.3333/1Mbp
S100Z	3333.3333/1Mbp
GKN1	3333.3333/1Mbp
METTL13	3333.3333/1Mbp
MYOZ1	3333.3333/1Mbp
MLF1	3333.3333/1Mbp
C1orf50	3333.3333/1Mbp
KIAA1644	3333.3333/1Mbp
CCL8	3333.3333/1Mbp
LEF1	3333.3333/1Mbp
NOC3L	3329.1719/1Mbp
CTCFL	3328.5782/1Mbp
ABAT	3326.68/1Mbp
PCDHB8	3325.0208/1Mbp
ACCS	3320.0531/1Mbp
SLCO1B3	3319.1086/1Mbp
GUCA1B	3316.7496/1Mbp
CNTF	3316.7496/1Mbp
TNFRSF11B	3316.7496/1Mbp
FAM135B	3316.7496/1Mbp
B3GNT7	3316.7496/1Mbp
CEP63	3314.3939/1Mbp
PM20D1	3313.4526/1Mbp
MED8	3311.2583/1Mbp
LRRC30	3311.2583/1Mbp
HAPLN4	3308.5194/1Mbp
STAC	3308.5194/1Mbp
CYP3A7	3306.8783/1Mbp
CYP11B1	3306.8783/1Mbp
CYP11B2	3306.8783/1Mbp
GRID2	3306.8783/1Mbp
CYP19A1	3306.8783/1Mbp
CES5A	3305.7851/1Mbp
ZNF611	3305.0047/1Mbp
CLIP4	3305.0047/1Mbp
PHF23	3300.33/1Mbp
PSMB2	3300.33/1Mbp
SAMD12	3300.33/1Mbp
SULT1C4	3300.33/1Mbp
GUCA1A	3300.33/1Mbp
VAMP8	3300.33/1Mbp
ZNF354A	3300.33/1Mbp
APOA2	3300.33/1Mbp
VAMP3	3300.33/1Mbp
PTPMT1	3300.33/1Mbp
SDC2	3300.33/1Mbp
KLF7	3300.33/1Mbp
COL11A1	3298.5157/1Mbp
SFPQ	3295.6685/1Mbp
LINGO2	3294.8929/1Mbp
WASL	3293.8076/1Mbp
PAX3	3293.8076/1Mbp
ITIH1	3289.4737/1Mbp
TAS2R13	3289.4737/1Mbp
TBX18	3289.4737/1Mbp
FCHO2	3288.1217/1Mbp
RYR2	3287.708/1Mbp
GABRE	3287.311/1Mbp
RGS16	3284.0722/1Mbp
ASF1B	3284.0722/1Mbp
KRT85	3280.8399/1Mbp
NOVA1	3280.8399/1Mbp
SLC41A3	3280.8399/1Mbp
MBP	3278.6885/1Mbp
SEC14L4	3276.0033/1Mbp
UGP2	3274.3942/1Mbp
POTEG	3274.3942/1Mbp
UBXN4	3274.3942/1Mbp
MMP19	3274.3942/1Mbp
GPR101	3274.3942/1Mbp
ZNF667	3273.3224/1Mbp
CSMD1	3272.5573/1Mbp
ENY2	3267.9739/1Mbp
RNF152	3267.9739/1Mbp
ZFP1	3267.9739/1Mbp
SPAG6	3267.9739/1Mbp
ELK3	3267.9739/1Mbp
OR4X1	3267.9739/1Mbp
CDK3	3267.9739/1Mbp
GPR141	3267.9739/1Mbp
DNTT	3267.9739/1Mbp
SPATA4	3267.9739/1Mbp
EIF4A2	3267.9739/1Mbp
RNF148	3267.9739/1Mbp
ST6GALNAC3	3267.9739/1Mbp
CHL1	3265.3061/1Mbp
CTNND2	3262.6427/1Mbp
ETV5	3261.5786/1Mbp
KCNK13	3259.9837/1Mbp
EPX	3258.8454/1Mbp
BCLAF1	3257.329/1Mbp
FAM107B	3257.329/1Mbp
GPR37	3257.329/1Mbp
ZNF43	3256.0033/1Mbp
DMD	3255.5616/1Mbp
KRT72	3255.2083/1Mbp
RSPH4A	3254.3003/1Mbp
ARL15	3252.0325/1Mbp
C16orf45	3252.0325/1Mbp
